1,03.203,0.0,
1,03.193,0.0,
1,03.182,0.0,
1,03.170,0.0,
1,03.160,0.0,
1,03.245,0.0,
1,03.236,0.0,
1,03.225,0.0,
1,03.215,0.0,
1,03.291,0.0,
1,03.283,0.0,
1,03.274,0.0,
1,03.265,0.0,
1,03.255,0.0,
1,03.302,0.0,
1,03.425,0.0,
1,03.410,0.0,
1,03.396,0.0,
1,03.470,0.0,
1,03.457,0.0,
1,03.444,0.0,
1,03.502,0.0,
1,03.486,0.0,
1,03.568,0.0,
1,03.556,0.0,
1,03.542,0.0,
1,03.611,0.0,
1,03.599,0.0,
1,03.582,0.0,
1,03.676,0.0,
1,03.644,0.0,
1,03.624,0.0,
1,03.721,0.0,
1,03.704,0.0,
1,03.692,0.0,
1,03.763,0.0,
1,03.750,0.0,
1,03.738,0.0,
1,03.883,0.0,
1,03.871,0.0,
1,03.859,0.0,
1,03.846,0.0,
1,03.919,0.0,
1,03.900,0.0,
1,03.976,0.0,
1,03.963,0.0,
1,03.944,0.0,
1,03.932,0.0,
1,04.007,0.0,
1,03.989,0.0,
1,04.083,0.0,
1,04.070,0.0,
1,04.059,0.0,
1,04.045,0.0,
1,04.129,0.0,
1,04.118,0.0,
1,04.098,0.0,
1,04.184,0.0,
1,04.170,0.0,
1,04.158,0.0,
1,04.145,0.0,
1,04.201,0.0,
1,04.283,0.0,
1,04.271,0.0,
1,04.261,0.0,
1,04.242,0.0,
1,04.335,0.0,
1,04.321,0.0,
1,04.309,0.0,
1,04.295,0.0,
1,04.448,0.0,
1,04.435,0.0,
1,04.423,0.0,
1,04.492,0.0,
1,04.475,0.0,
1,04.462,0.0,
1,04.534,0.0,
1,04.519,0.0,
1,04.505,0.0,
1,04.558,0.0,
1,04.545,0.0,
1,04.614,0.0,
1,04.598,0.0,
1,04.581,0.0,
1,04.569,0.0,
1,04.661,0.0,
1,04.648,0.0,
1,04.638,0.0,
1,04.625,0.0,
1,04.696,0.0,
1,04.684,0.0,
1,04.674,0.0,
1,04.758,0.0,
1,04.746,0.0,
1,04.729,0.0,
1,04.714,0.0,
1,04.804,0.0,
1,04.790,0.0,
1,04.780,0.0,
1,04.768,0.0,
1,04.849,0.0,
1,04.831,0.0,
1,04.817,0.0,
1,04.897,0.0,
1,04.884,0.0,
1,04.873,0.0,
1,04.862,0.0,
1,04.955,0.0,
1,04.944,0.0,
1,04.931,0.0,
1,04.921,0.0,
1,04.908,0.0,
1,04.967,0.0,
1,05.046,0.0,
1,05.036,0.0,
1,05.102,0.0,
1,05.090,0.0,
1,05.079,0.0,
1,05.068,0.0,
1,05.057,0.0,
1,05.155,0.0,
1,05.143,0.0,
1,05.128,0.0,
1,05.115,0.0,
1,05.205,0.0,
1,05.193,0.0,
1,05.177,0.0,
1,05.165,0.0,
1,05.261,0.0,
1,05.249,0.0,
1,05.240,0.0,
1,05.228,0.0,
1,05.219,0.0,
1,05.312,0.0,
1,05.304,0.0,
1,05.294,0.0,
1,05.282,0.0,
1,05.271,0.0,
1,05.360,0.0,
1,05.347,0.0,
1,05.338,0.0,
1,05.325,0.0,
1,05.404,0.0,
1,05.386,0.0,
1,05.447,0.0,
1,05.434,0.0,
1,05.419,0.0,
1,05.489,0.0,
1,05.476,0.0,
1,05.462,0.0,
1,05.542,0.0,
1,05.539,0.0,
1,05.530,0.0,
1,05.525,0.0,
1,05.518,0.0,
1,05.503,0.0,
1,05.588,0.0,
1,05.580,0.0,
1,05.572,0.0,
1,05.566,0.0,
1,05.560,0.0,
1,05.555,0.0,
1,05.546,0.0,
1,05.625,0.0,
1,05.619,0.0,
1,05.609,0.0,
1,05.604,0.0,
1,05.599,0.0,
1,05.594,0.0,
1,05.680,0.0,
1,05.674,0.0,
1,05.666,0.0,
1,05.657,0.0,
1,05.647,0.0,
1,05.630,0.0,
1,05.725,0.0,
1,05.719,0.0,
1,05.712,0.0,
1,05.705,0.0,
1,05.696,0.0,
1,05.688,0.0,
1,05.766,0.0,
1,05.760,0.0,
1,05.754,0.0,
1,05.746,0.0,
1,05.740,0.0,
1,05.733,0.0,
1,05.804,0.0,
1,05.789,0.0,
1,05.782,0.0,
1,05.775,0.0,
1,05.854,0.0,
1,05.845,0.0,
1,05.836,0.0,
1,05.828,0.0,
1,05.821,0.0,
1,05.814,0.0,
1,05.909,0.0,
1,05.902,0.0,
1,05.895,0.0,
1,05.887,0.0,
1,05.877,0.0,
1,05.869,0.0,
1,05.862,0.0,
1,05.944,0.0,
1,05.936,0.0,
1,05.927,0.0,
1,05.984,0.0,
1,05.976,0.0,
1,05.968,0.0,
1,05.961,0.0,
1,05.953,0.0,
1,06.031,0.0,
1,06.028,0.0,
1,06.025,0.0,
1,06.017,0.0,
1,06.008,0.0,
1,06.001,0.0,
1,05.993,0.0,
1,06.050,0.0,
1,06.047,0.0,
1,06.044,0.0,
1,06.041,0.0,
1,06.038,0.0,
1,06.035,0.0,
1,06.088,0.0,
1,06.080,0.0,
1,06.076,0.0,
1,06.071,0.0,
1,06.065,0.0,
1,06.054,0.0,
1,06.114,0.0,
1,06.109,0.0,
1,06.105,0.0,
1,06.103,0.0,
1,06.100,0.0,
1,06.097,0.0,
1,06.094,0.0,
1,06.141,0.0,
1,06.135,0.0,
1,06.130,0.0,
1,06.127,0.0,
1,06.124,0.0,
1,06.120,0.0,
1,06.117,0.0,
1,06.169,0.0,
1,06.164,0.0,
1,06.159,0.0,
1,06.154,0.0,
1,06.148,0.0,
1,06.145,0.0,
1,06.194,0.0,
1,06.190,0.0,
1,06.187,0.0,
1,06.184,0.0,
1,06.179,0.0,
1,06.175,0.0,
1,06.220,0.0,
1,06.217,0.0,
1,06.214,0.0,
