1,03.197,0.0,
1,03.186,0.0,
1,03.175,0.0,
1,03.164,0.0,
1,03.248,0.0,
1,03.239,0.0,
1,03.229,0.0,
1,03.218,0.0,
1,03.207,0.0,
1,03.296,0.0,
1,03.285,0.0,
1,03.279,0.0,
1,03.267,0.0,
1,03.258,0.0,
1,03.304,0.0,
1,03.434,0.0,
1,03.418,0.0,
1,03.403,0.0,
1,03.477,0.0,
1,03.463,0.0,
1,03.448,0.0,
1,03.508,0.0,
1,03.493,0.0,
1,03.573,0.0,
1,03.561,0.0,
1,03.547,0.0,
1,03.618,0.0,
1,03.605,0.0,
1,03.589,0.0,
1,03.649,0.0,
1,03.629,0.0,
1,03.727,0.0,
1,03.710,0.0,
1,03.699,0.0,
1,03.683,0.0,
1,03.769,0.0,
1,03.757,0.0,
1,03.744,0.0,
1,03.877,0.0,
1,03.864,0.0,
1,03.851,0.0,
1,03.924,0.0,
1,03.905,0.0,
1,03.894,0.0,
1,03.981,0.0,
1,03.969,0.0,
1,03.951,0.0,
1,03.938,0.0,
1,04.015,0.0,
1,03.998,0.0,
1,04.077,0.0,
1,04.064,0.0,
1,04.053,0.0,
1,04.139,0.0,
1,04.123,0.0,
1,04.104,0.0,
1,04.088,0.0,
1,04.190,0.0,
1,04.178,0.0,
1,04.164,0.0,
1,04.150,0.0,
1,04.206,0.0,
1,04.288,0.0,
1,04.277,0.0,
1,04.266,0.0,
1,04.249,0.0,
1,04.326,0.0,
1,04.315,0.0,
1,04.303,0.0,
1,04.347,0.0,
1,04.440,0.0,
1,04.428,0.0,
1,04.479,0.0,
1,04.468,0.0,
1,04.455,0.0,
1,04.540,0.0,
1,04.526,0.0,
1,04.511,0.0,
1,04.498,0.0,
1,04.563,0.0,
1,04.552,0.0,
1,04.620,0.0,
1,04.607,0.0,
1,04.586,0.0,
1,04.575,0.0,
1,04.665,0.0,
1,04.655,0.0,
1,04.643,0.0,
1,04.630,0.0,
1,04.700,0.0,
1,04.689,0.0,
1,04.679,0.0,
1,04.750,0.0,
1,04.736,0.0,
1,04.719,0.0,
1,04.796,0.0,
1,04.785,0.0,
1,04.774,0.0,
1,04.763,0.0,
1,04.838,0.0,
1,04.823,0.0,
1,04.811,0.0,
1,04.902,0.0,
1,04.889,0.0,
1,04.878,0.0,
1,04.866,0.0,
